=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.02.24 11:59:14 =~=~=~=~=~=~=~=~=~=~=~=
-6006,345,-2604,-1,0,1
-5937,402,-2683,-2,-1,0
-5865,298,-2706,0,-3,-1
-5844,397,-2697,-1,-2,0
-5872,312,-2651,0,-2,0
-5848,336,-2628,0,-1,0
-5864,442,-2704,1,0,1
-5881,424,-2618,0,0,0
-5794,363,-2593,0,-1,1
-5917,430,-2588,-1,-2,1
-5766,332,-2650,-1,-3,0
-5915,356,-2540,0,-3,0
-5712,344,-2675,0,0,0
-5778,392,-2579,1,2,1
-5800,380,-2586,0,2,2
-5762,351,-2575,0,1,1
-5786,378,-2580,0,0,0
-5811,325,-2618,-1,-1,0
-5770,365,-2932,-6,-1,0
-5827,286,-2612,-3,-5,0
-5671,238,-2570,5,-6,1
-5827,472,-2444,1,-2,1
-5633,222,-2579,0,-2,0
-5771,379,-2583,0,-1,-1
-5577,429,-2759,1,0,0
-5542,764,-2783,-4,13,2
-5806,414,-3012,-1,39,4
-6208,560,-3421,-4,53,3
-6577,118,-3592,12,63,6
-6835,339,-3492,17,64,-5
-7183,381,-4265,10,70,-13
-7573,270,-4706,14,65,-17
-7771,611,-4909,35,61,-12
-7439,486,-5900,28,66,-7
-8055,682,-5825,18,60,-5
-8159,246,-6657,4,62,-3
-8152,668,-6966,-15,59,-1
-7957,-53,-7201,-16,45,-4
-7990,470,-7792,-31,42,-2
-8246,59,-8044,-21,31,3
-8150,576,-8215,-16,27,3
-8350,233,-9603,5,14,4
-8034,490,-8716,0,14,1
-8561,301,-8601,-7,13,0
-7878,542,-8815,0,5,0
-8181,334,-8799,-4,1,2
-8101,592,-8799,-4,-2,3
-8009,328,-8862,-5,-1,1
-8210,542,-8855,-5,-1,0
-8014,403,-8922,-4,0,0
-8170,529,-8889,-6,2,1
-7926,450,-8896,0,2,2
-8107,526,-8869,0,2,0
-8045,442,-8879,2,0,0
-8092,503,-8893,0,0,0
-8034,563,-8951,0,-1,0
-8112,488,-8868,0,0,0
-8093,530,-8886,0,0,0
-8098,480,-8843,0,0,0
-7934,463,-8914,-1,-1,-1
-8043,498,-8848,0,-2,0
-8070,621,-8862,-2,0,0
-8071,519,-8925,0,2,0
-8002,467,-8915,0,4,0
-8141,524,-8945,1,5,1
-8066,494,-8941,0,5,0
-8125,477,-8945,3,1,0
-8095,498,-8939,1,0,-1
-7949,501,-9010,1,-1,-2
-8117,506,-9000,1,-2,-1
-7997,463,-8935,0,-2,-2
-8050,448,-8991,0,-1,0
-8081,493,-8966,0,0,0
-8061,460,-8944,0,2,0
-8019,464,-8951,0,1,0
-8096,395,-8994,0,1,0
-8105,444,-9007,0,1,-2
-8075,463,-8988,0,1,0
-7974,435,-9015,0,0,0
-8020,431,-9060,2,0,0
-8073,502,-8989,1,-1,1
-8132,392,-9006,0,-1,0
-8068,447,-9004,0,-1,0
-8091,434,-8999,1,-1,0
-8024,416,-8948,2,-1,-1
-8110,461,-8928,0,-2,0
-8105,364,-8890,1,-4,0
-8094,386,-8863,1,-5,1
-8119,490,-8678,0,-8,0
-7993,535,-8397,18,-29,8
-8018,680,-8092,0,-40,9
-8309,697,-7738,-13,-50,11
-8350,757,-7293,-19,-61,12
-8197,763,-6579,-10,-80,7
-7779,576,-6296,-8,69,1
-7713,439,-5548,10,56,-2
-7579,725,-4801,5,60,-7
-7174,869,-3962,11,59,-3
-6279,989,-3638,9,70,0
-6034,934,-3058,-5,-80,5
-5530,760,-2739,-17,-64,4
-5392,936,-2323,-13,-52,3
-4801,490,-2207,-9,-31,8
-4791,702,-1960,-7,-16,8
-4540,547,-1972,-2,-9,6
-4914,453,-1529,-2,-2,1
-4554,453,-1845,0,0,-4
-4805,732,-1415,-1,3,-3
-4533,721,-1666,3,-2,-1
-4785,695,-1459,-1,1,0
-4645,651,-1697,-2,0,1
-4708,607,-1634,-1,2,-1
-4758,747,-1573,2,1,-1
-4650,633,-1630,-1,1,0
-4626,626,-1660,1,1,2
-4750,513,-1546,-2,0,0
-4704,604,-1717,0,0,-1
-4739,655,-1610,-3,1,-1
-4640,595,-1717,-1,0,0
-4750,586,-1657,-4,3,1
-4739,566,-1720,0,3,2
-4805,438,-1668,-1,1,1
-4765,546,-1648,-1,0,0
-4811,474,-1627,-2,0,-1
-4720,558,-1836,0,0,-2
-4748,569,-1689,1,2,0
-4720,548,-1790,1,3,0
-4834,557,-1678,3,2,1
-4857,578,-1664,1,1,0
-4792,559,-1740,0,0,0
-4828,582,-1620,-1,-1,0
-4755,562,-1770,0,0,0
-4790,559,-1766,1,-1,0
-4863,570,-1702,0,0,0
-4769,545,-1762,0,0,1
-4844,568,-1781,2,2,1
-4862,495,-1667,0,1,1
-4811,554,-1788,0,0,-1
-4865,562,-1689,-2,-1,0
-4768,532,-1745,0,-1,-1
-4815,614,-1713,0,-1,0
-4790,493,-1770,0,0,1
-4836,522,-1721,0,1,0
-4797,497,-1729,0,0,0
-4830,565,-1795,0,-1,0
-4867,487,-1589,-3,-4,0
-4745,414,-1548,-1,-11,0
-4808,564,-1160,-6,-22,-2
-4682,429,-887,-13,-45,0
-4136,581,-705,-7,-64,5
-3707,277,-557,-16,-73,7
-3145,206,-910,-15,-67,0
-2666,163,-385,-16,-66,0
-2256,-280,-599,-7,-65,-4
-1606,29,-534,4,-54,-4
-1363,-302,-351,0,-38,-3
-983,-52,-283,-1,-33,-3
-700,-52,-424,2,-29,-2
-435,-5,-227,-5,-20,0
-396,-164,-317,-5,-10,0
-325,120,367,-9,-7,0
-300,-204,-80,-1,-7,0
-240,-433,-170,0,-2,0
-304,-230,-99,0,5,-3
-343,-146,165,0,2,-1
-372,-231,-20,-1,0,0
-306,-296,53,-2,-1,0
-301,-308,-146,0,0,0
-324,-258,-24,0,3,0
-408,-223,81,0,0,1
-345,-304,-64,-2,0,0
-296,-318,2,0,-2,-1
-238,-329,-159,0,1,0
-315,-283,-17,0,5,-1
-437,-274,16,2,2,0
-357,-250,173,0,1,0
-456,-263,-131,0,-1,0
-379,-276,0,0,1,-1
-400,-269,-39,0,0,0
-382,-292,-9,0,1,0
-396,-241,-5,1,0,0
-403,-264,-13,0,1,0
-423,-266,-36,2,1,0
-517,-319,180,-1,0,0
-432,-353,-40,0,-3,0
-389,-241,-80,-1,-1,0
-365,-243,-119,0,0,0
-409,-260,-84,0,1,0
-406,-269,-47,2,2,0
-459,-354,-204,4,4,0
-536,-252,287,-2,5,-1
-529,-356,-26,0,-4,-1
-436,-190,48,-2,-3,-3
-385,-352,-333,1,1,-1
-516,-272,40,0,5,0
-530,-242,87,3,3,0
-450,-370,145,0,-1,-3
-409,-220,-15,-6,-1,-1
-499,-441,-51,-2,-2,-1
-469,-284,112,-2,-1,0
-473,-254,-75,-1,-3,1
-435,-341,-42,0,0,1
-437,-260,-101,0,0,0
-481,-338,17,0,-1,0
-363,-267,-49,0,2,0
-471,-316,-126,0,4,0
-455,-368,-240,3,11,0
-613,-261,-306,9,23,0
-823,-176,-330,15,28,-3
-1156,-249,-258,8,37,-3
-1462,-32,-700,14,52,-7
-2244,382,-326,-5,83,0
-2650,-78,-837,12,82,3
-3424,304,-595,6,81,4
-4027,254,-924,16,60,0
-4450,225,-1110,8,52,-1
-4548,345,-1147,16,41,-6
-4884,587,-1617,10,47,-3
-4943,505,-2022,11,47,0
-5483,728,-2133,13,48,5
-5863,667,-1881,13,31,3
-5679,704,-2226,5,14,-1
-5815,657,-2493,3,8,-1
-5836,682,-2576,-3,3,-2
-5931,722,-2574,-5,2,-2
-5735,710,-2667,-1,-1,-1
-5773,706,-2588,-1,-2,0
-5734,673,-2714,3,-2,2
-5863,669,-2545,0,-2,1
-5700,677,-2631,0,0,0
-5833,692,-2490,-3,0,0
-5764,666,-2552,0,-1,0
-5770,653,-2650,0,-2,0
-5736,731,-2574,-1,0,0
-5653,662,-2670,0,0,0
-5831,701,-2475,0,-1,0
-5673,604,-2671,2,0,0
-5859,773,-2422,2,-1,0
-5618,609,-2609,-1,0,-1
-5771,706,-2476,0,-1,0
-5680,664,-2558,-1,-1,0
-5670,626,-2603,0,-1,0
-5785,601,-2500,0,0,0
-5688,630,-2602,0,0,0
-5717,656,-2470,0,0,0
-5685,669,-2505,0,-1,0
-5702,594,-2489,0,-2,0
-5717,655,-2557,0,1,0
-5599,643,-2617,0,1,0
-5695,706,-2487,2,0,1
-5693,585,-2506,0,0,0
-5729,681,-2505,0,0,0
-5676,567,-2531,1,0,-1
-5711,747,-2603,4,2,-1
-5706,689,-2661,6,8,0
-5762,712,-2848,7,19,0
-6159,801,-2857,3,26,-1
-6051,836,-3209,1,33,0
-6235,860,-3367,0,42,-2
-6255,402,-3700,-10,48,-9
-6721,536,-3958,-5,54,-11
-7127,693,-4580,-18,64,-11
-7397,99,-4590,-26,69,-13
-7772,93,-5205,0,82,-6
-7852,100,-5684,23,70,-2
-7771,147,-6327,40,59,-6
-8084,303,-6523,27,54,-10
-7985,366,-6828,20,35,-11
-8036,131,-7183,-7,30,-8
-8067,188,-7360,-3,23,-3
-8123,90,-7725,0,20,1
-8223,91,-7828,-1,17,0
-8201,106,-7976,-2,14,2
-8015,95,-8122,0,12,4
-8268,74,-8087,5,9,6
-8183,248,-8189,3,6,5
-8104,266,-8266,2,1,4
-8102,211,-8301,-2,-1,2
-8099,232,-8322,-2,-2,0
-8132,183,-8343,-2,-2,0
-8066,214,-8283,-1,-2,0
-8086,319,-8247,-2,-3,0
-8064,335,-8241,0,-4,3
-8061,261,-8264,1,-3,3
-8135,260,-8289,0,0,0
-8022,283,-8271,-11,6,0
-8149,266,-8226,2,1,0
-8053,360,-8220,2,-1,-2
-8108,310,-8212,0,0,0
-8070,292,-8242,1,0,0
-8103,264,-8196,1,-3,2
-8022,247,-8180,1,-5,2
-8243,335,-8146,1,-1,0
-8074,316,-8198,0,0,0
-8125,316,-8167,0,1,0
-8094,288,-8131,-2,2,-2
-8116,292,-8161,0,0,0
-8100,283,-8179,0,0,0
-8079,248,-8177,0,-2,-1
-8075,292,-8220,0,0,0
-8130,275,-8170,0,0,-1
-8048,244,-8219,0,0,0
-8062,264,-8176,0,0,0
-8066,237,-8166,0,0,0
-8136,275,-8195,0,0,0
-8140,224,-8166,0,1,0
-8074,269,-8168,0,0,-1
-8082,242,-8145,-1,0,0
-8063,263,-8173,0,-1,0
-8099,292,-8199,0,-1,1
-8086,197,-8236,0,0,0
-8157,289,-8181,0,0,0
-8067,271,-8201,0,0,0
-8135,255,-8149,0,0,0
-8079,199,-8148,0,0,-1
-8085,215,-8154,0,0,-1
-8083,245,-8205,0,0,0
-8100,178,-8166,0,0,0
-8103,213,-8191,-1,0,-2
-8109,189,-8158,0,0,0
-8108,174,-8218,0,0,0
-8107,203,-8153,0,0,0
-8101,233,-8126,0,0,0
-8119,240,-8071,0,-2,1
-8146,265,-7720,-7,-16,3
-8014,487,-7567,-4,-39,9
-8328,340,-7004,-4,-58,15
-8076,397,-6616,-7,-74,6
-8279,561,-6099,-2,78,10
-7698,278,-5738,-7,71,9
-7502,823,-4852,-23,79,12
-7156,801,-4368,-12,76,17
-6873,410,-3851,-25,-67,13
-6378,691,-3568,-17,-63,6
-6120,563,-3085,-19,-57,6
-5831,456,-2734,-7,-54,2
-5746,454,-2359,-8,-46,4
-5037,419,-2274,0,-43,2
-5058,563,-1877,-9,-34,1
-4801,397,-1725,-10,-36,1
-4516,356,-1422,-13,-33,0
-4227,123,-1751,-12,-27,0
-4266,92,-1321,-15,-19,0
-4079,93,-1470,-8,-9,1
-4041,-84,-1299,-2,-2,-1
-4020,124,-1256,1,0,0
-4106,23,-1145,2,1,2
-4091,-53,-1143,2,1,1
-4060,-6,-1202,0,0,-1
-4092,40,-1145,-1,-1,-2
-4050,-94,-1182,0,-1,0
-4077,126,-1208,1,1,0
-4065,21,-1223,3,3,0
-4134,182,-1110,2,4,2
-4139,11,-1299,0,3,0
-4153,25,-1107,-2,2,-1
-4153,33,-1261,-3,0,-1
-4177,70,-1219,0,0,-1
-4154,71,-1282,0,0,0
-4137,48,-1290,0,0,1
-4148,15,-1201,-2,1,0
-4151,36,-1303,-2,0,0
-4176,89,-1186,0,0,1
-4159,-42,-1278,0,0,0
-4182,88,-1280,1,-1,1
-4162,-72,-1235,0,0,0
-4148,44,-1251,1,0,-1
-4174,40,-1257,0,0,-1
-4157,7,-1253,1,0,-1
-4176,61,-1247,-1,0,0
-4172,61,-1270,0,0,0
-4150,-36,-1324,1,1,0
-4201,25,-1237,0,1,-1
-4205,79,-1216,0,1,-1
-4206,59,-1273,0,-1,-1
-4197,87,-1218,0,0,-1
-4168,6,-1321,0,-1,0
-4208,54,-1254,0,0,0
-4200,-18,-1183,-2,0,-1
-4157,18,-1367,0,0,0
-4160,-33,-1272,-1,0,0
-4176,7,-1221,-1,0,0
-4189,-75,-1157,-1,-4,0
-4132,-53,-1018,4,-10,0
-4069,-40,-900,6,-19,-1
-3863,-21,-899,9,-28,-1
-3657,-99,-543,-11,-36,-4
-3280,-55,-457,-11,-53,-12
-2882,-117,-485,-1,-61,-10
-2452,-237,-442,4,-66,-8
-2109,-49,-543,1,-54,-6
-1463,173,-169,-15,-54,-7
-1088,-404,303,-43,-63,-4
-646,-986,-393,-6,-57,-8
-120,-635,-628,18,-38,-14
100,-386,33,1,-27,-10
363,-53,-381,0,-22,0
381,-473,64,4,-14,4
536,-445,-169,-2,-11,5
597,-573,-277,-7,-3,4
583,-769,-333,6,7,-1
450,-282,247,4,10,-2
430,-444,7,0,4,1
378,-460,125,0,1,0
408,-512,-68,0,0,0
404,-370,89,0,0,0
403,-447,-15,-1,-1,2
417,-575,-134,2,0,1
393,-350,-181,11,6,-1
366,-219,43,2,5,2
205,-264,129,4,4,5
369,-417,113,-5,-1,4
333,-542,-243,-7,0,0
297,-372,-125,-3,3,-1
203,-386,32,3,7,1
129,-393,165,2,3,2
168,-406,30,0,1,2
151,-430,27,1,0,0
160,-355,94,-2,-2,0
185,-454,-76,-2,-2,0
207,-377,-67,2,-1,0
216,-398,-1,0,-1,0
242,-466,-24,2,0,0
198,-316,19,-1,0,0
205,-514,-78,1,0,0
167,-408,74,0,0,0
218,-424,183,-5,-3,-2
241,-414,-15,-3,-6,-1
297,-472,27,1,-6,-1
348,-424,-14,8,-4,-2
419,-361,-96,-1,-3,-3
407,-395,-514,13,7,-2
-351,-52,-1296,26,42,1
-204,-458,-1560,28,-58,-6
-1481,100,-634,-8,-15,-18
-3481,217,-1561,-45,1,-4
-3843,-725,-1324,-43,14,0
-6160,-1165,-1135,33,-20,18
-6619,922,-2120,17,-27,23
-6611,-699,-3053,79,-50,38
-7274,644,-4335,-78,78,28
-7850,138,-4166,18,78,12
-7508,599,-4714,15,63,-13
-7673,974,-5715,-6,64,-30
-7724,1008,-6483,6,66,-12
-7991,914,-6840,11,74,-8
-8178,790,-7023,36,66,-2
-8215,1133,-7375,34,47,1
-8149,704,-7784,24,28,4
-8106,694,-8100,9,14,1
-8084,936,-8267,3,2,-3
-8086,1136,-8329,-1,0,0
-8073,740,-8277,-8,-7,0
-8031,937,-8393,-8,-6,2
-8050,834,-8276,-6,-6,1
-8015,829,-8254,-5,-2,0
-8028,925,-8232,-1,-1,0
-8033,825,-8236,1,0,-1
-8055,850,-8192,3,1,0
-8026,819,-8289,4,2,0
-8048,875,-8226,2,2,0
-8119,856,-8103,1,0,0
-8055,992,-8341,-1,-1,-1
-8060,792,-8211,-3,-1,0
-8051,826,-8229,0,-2,1
-8049,851,-8247,0,-2,2
-8048,883,-8205,0,-1,1
-8046,843,-8236,0,0,1
-8041,915,-8247,-1,0,0
-8049,845,-8217,2,1,0
-8046,897,-8223,1,1,0
-8023,897,-8195,0,1,0
-8067,908,-8197,0,0,0
-8056,902,-8204,0,-1,0
-8036,821,-8193,1,-1,0
-8039,897,-8211,0,0,0
-8039,897,-8169,0,0,0
-8050,880,-8191,2,0,0
-8019,849,-8262,0,0,0
-8040,883,-8218,0,1,0
-8056,981,-8186,0,0,0
-8054,890,-8206,0,-1,0
-8019,940,-8256,-2,-1,0
-8078,846,-8154,-7,-2,0
-8025,755,-8202,-12,-1,-2
-8045,895,-8134,-17,-1,-5
-8048,830,-8149,-17,0,-5
-8039,835,-8189,-11,0,-3
-8061,724,-8113,-16,3,-4
-8045,715,-8073,-12,2,-3
-8057,601,-8202,-20,5,-6
-8072,615,-8140,-13,2,-2
-8089,620,-8244,-14,4,-3
-8117,516,-8134,-5,2,-1
-8101,653,-8195,-8,2,-3
-8123,582,-8198,-9,2,-3
-8097,475,-8252,-8,3,-2
-8072,553,-8304,-4,3,0
-8139,547,-8287,-2,5,1
-8105,474,-8368,-6,8,0
-8043,438,-8421,-1,7,-1
-7970,489,-8430,5,3,0
-8073,532,-8388,3,1,0
-8056,487,-8450,0,0,0
-8071,489,-8416,0,-2,0
-8045,477,-8524,0,-2,0
-8049,476,-8493,1,0,0
-8135,517,-8395,1,0,-1
-8085,491,-8430,0,-1,0
-8086,493,-8393,0,-3,1
-8006,534,-8391,1,-3,1
-8113,533,-8390,1,-2,0
-8071,484,-8379,3,-2,0
-8009,566,-8299,2,-4,0
-8086,511,-7767,4,-18,0
-8154,695,-7503,13,-60,0
-8119,1052,-6049,17,66,0
-8730,849,-5814,5,60,4
-7792,942,-5426,-18,50,0
-8191,352,-4278,-23,19,11
-7715,276,-2727,-38,3,4
-6372,-15,-2481,-5,-16,2
-5081,-159,-2589,0,4,8
-4215,664,-1114,4,21,15
-3238,774,-745,0,19,27
-1935,840,-157,-51,26,39
-710,-338,-1683,-72,41,19
403,-794,-2006,-25,81,8
812,-945,-827,17,-32,-15
1085,-329,-430,-5,-15,-8
1434,-511,-212,13,-8,-9
957,472,-868,3,1,-9
1533,-343,269,3,7,-4
1089,-63,-130,0,1,0
1105,-284,146,-1,2,1
1119,-172,-220,-4,0,0
1041,-490,104,-9,0,1
252,-299,-39,-1,0,0
1229,-336,-47,0,1,1
1127,-390,-129,4,1,0
1028,-337,-13,-1,3,0
968,-411,90,2,1,0
1015,-256,-89,5,0,-1
1036,-173,-138,4,2,0
979,-194,-28,2,2,2
1275,-191,157,2,0,1
1001,-170,-162,0,-1,2
1019,-304,-80,-5,1,0
948,-186,-45,1,1,-1
1133,-100,-146,3,4,1
907,-116,-6,8,3,0
927,-110,128,0,1,0
896,-217,-60,0,0,0
902,-51,-170,0,1,0
870,-207,-106,6,6,-2
882,35,-253,8,10,-4
666,137,387,3,9,-2
614,142,55,2,2,1
629,17,50,2,0,0
670,97,-46,1,0,0
739,79,-38,0,0,0
666,76,58,-2,1,0
660,63,-5,0,0,0
639,17,-44,-1,0,0
663,91,-74,1,0,0
723,158,157,0,0,0
652,21,-1,0,-1,0
674,52,-64,0,0,0
668,98,1,0,0,0
666,-4,-48,1,2,0
636,89,72,0,3,-1
604,294,-280,0,4,0
475,-138,178,0,5,-2
598,346,-1,5,0,0
146,98,-41,-1,4,2
607,163,12,-4,1,1
416,84,-262,-2,4,1
504,48,-599,4,17,1
-187,110,-1267,0,52,2
-415,60,-1153,5,-67,3
-1426,301,-397,-11,-41,-10
-2974,-657,-711,34,-27,-26
-3570,519,-1703,-10,-16,-30
-5461,138,-2135,-28,-5,0
-6695,-521,-1845,-21,-7,2
-7058,-471,-2976,40,-39,-6
-7284,-188,-3430,-10,-31,0
-7760,-208,-4487,-5,-47,-1
-8078,-321,-5251,6,-63,6
-8106,-373,-6268,9,-81,0
-8178,-252,-6991,0,79,-3
-8285,-344,-7465,2,71,-5
-8227,-281,-7813,11,57,-8
-8502,-565,-8014,7,41,-7
-7254,-936,-8403,6,4,1
-8134,-335,-8645,-4,-4,-1
-8107,-716,-8700,-3,-7,-2
-8121,-401,-8771,-3,-5,-8
-8078,-452,-8755,-4,0,-7
-8071,-345,-8536,2,3,0
-8080,-551,-8545,1,2,2
-8084,-377,-8642,0,1,2
-8088,-428,-8687,0,1,3
-8100,-426,-8616,0,1,3
-8088,-450,-8657,0,0,0
-8082,-442,-8666,0,0,0
-8095,-389,-8683,0,0,0
-8049,-380,-8717,1,0,1
-8126,-412,-8638,2,0,0
-8085,-373,-8654,0,0,-1
-8061,-493,-8671,0,-1,0
-8156,-378,-8654,0,0,1
-8116,-353,-8659,0,0,0
-8066,-420,-8579,1,0,0
-8086,-403,-8610,0,0,0
-8087,-417,-8664,0,0,0
-8093,-385,-8629,0,0,0
-8096,-426,-8593,0,0,0
-8077,-398,-8642,0,0,0
-8091,-405,-8665,0,0,0
-8097,-388,-8688,0,0,0
-8116,-437,-8645,0,0,0
-8094,-366,-8643,0,0,0
-8119,-424,-8659,0,0,0
-8093,-400,-8615,1,0,0
-8122,-421,-8629,0,0,0
-8099,-395,-8634,0,0,0
-8082,-394,-8643,0,0,0
-8115,-391,-8634,0,0,0
-8111,-443,-8641,0,0,0
-8119,-347,-8600,0,0,0
-8091,-365,-8613,0,0,0
-8117,-435,-8589,0,0,0
-8097,-428,-8587,0,0,0
-8081,-405,-8641,0,0,0
-8101,-404,-8590,0,0,0
-8090,-416,-8616,0,0,0
-8084,-391,-8618,0,0,0
-8096,-419,-8654,0,0,0
-8085,-400,-8640,0,0,0
-8098,-413,-8618,0,0,0
-8100,-388,-8636,0,0,0
-8107,-393,-8596,0,0,0
-8090,-413,-8673,0,0,0
-8097,-364,-8557,0,0,0
-8004,-378,-8598,0,-1,0
-8181,-173,-7864,-3,-21,6
-8192,-31,-7466,15,-60,16
-8167,204,-6597,20,68,27
-10642,-1082,-5594,-15,-19,47
-8227,137,-3993,-37,14,11
-8662,178,-3579,-82,-1,1
-6861,99,-3204,-40,-11,-3
-5796,595,-2548,-23,-5,18
-4376,-257,-1598,-17,8,12
-3278,-236,-1023,-5,12,1
-2440,-609,-778,0,41,0
-1094,-88,-836,24,67,-4
-406,1,896,-23,60,7
544,-151,-1756,-28,73,8
1259,-632,-999,-5,-31,4
1161,-487,-1021,1,5,0
1080,-499,-194,26,26,-11
908,327,415,11,23,-8
606,225,391,5,6,1
601,-88,62,-8,0,7
576,-172,86,-3,0,3
604,-155,-34,-3,0,0
617,-234,159,-5,0,0
635,-145,-176,2,0,0
583,-99,102,0,2,0
581,-151,-46,3,4,0
562,-14,18,3,2,0
553,-78,95,0,0,0
523,-66,-52,-1,0,0
519,-129,-30,1,0,0
504,-13,34,3,2,-1
513,1,79,-3,1,0
525,-53,62,0,-2,2
526,-147,-33,-2,0,2
543,-110,-71,2,0,0
1000,2,162,-2,-2,1
551,-178,-80,0,0,0
545,-60,-4,3,1,-1
570,3,-84,0,1,0
537,-8,77,1,1,0
540,-21,-26,0,0,0
538,-74,-36,0,0,-1
547,5,-38,0,0,0
527,-152,-10,-3,0,0
538,-82,8,0,1,-2
496,19,68,-1,0,1
496,-84,-31,0,-1,1
529,-180,-37,0,0,0
511,-69,61,2,0,0
510,-82,-19,0,0,0
528,-120,-28,-1,0,0
524,-68,68,-1,0,0
544,-44,1,0,0,0
556,-104,4,0,0,0
537,-89,2,0,0,0
547,-113,-20,0,0,0
545,-109,-7,0,0,0
568,-102,43,1,-1,0
576,-85,-10,-3,-2,0
600,-120,-7,1,-3,0
627,-101,-24,-1,-1,2
629,-147,61,0,-1,0
595,-89,51,-2,-1,0
653,-154,-23,-3,-2,0
690,-168,-302,-5,2,0
632,-212,-509,6,16,-3
643,-105,-941,15,44,-2
45,522,-991,25,-81,-11
-1032,86,-785,17,-56,-24
-2278,26,-649,-37,-42,-8
-3238,-353,-974,-44,-17,-6
-5336,-202,-595,10,-37,10
-4368,-875,-3016,-18,-28,15
-6185,-540,-2551,16,-10,9
-7328,281,-3828,50,-18,17
-8200,-1366,-2645,72,-33,10
-7869,497,-4284,28,-54,-10
-7849,115,-5392,-12,-76,-15
-8069,231,-6411,-15,80,-18
-8238,-139,-7077,9,74,-10
-8233,347,-7366,10,63,0
-8704,993,-7071,4,51,-2
-8142,536,-8410,-18,-1,-7
-7463,-811,-8164,-9,3,4
-8099,172,-8271,-1,0,0
-8108,97,-8341,5,-1,0
-8113,84,-8341,2,0,0
