ax,ay,az,gx,gy,gz
-5715,166,-2558,1,1,0
-5725,175,-2591,2,3,1
-5771,182,-2525,1,4,0
-5788,197,-2580,0,3,0
-5785,211,-2683,0,5,0
-5838,211,-2641,0,6,0
-5864,210,-2808,0,8,0
-5905,190,-2961,0,14,0
-5984,272,-2986,2,21,0
-6135,246,-2991,4,20,2
-6228,398,-3259,6,25,2
-6380,362,-3387,2,26,3
-6476,418,-3757,7,33,4
-6744,365,-3717,4,40,1
-6898,466,-4017,1,38,-1
-7054,474,-4152,1,37,-1
-7158,484,-4533,0,35,-1
-7313,407,-4706,1,33,-1
-7414,425,-4956,0,30,-3
-7566,319,-5152,2,25,-2
-7469,489,-5454,2,26,0
-7644,421,-5514,1,24,0
-7648,402,-5807,-1,23,-2
-7548,369,-6119,0,22,-3
-7744,446,-6207,2,23,0
-7948,429,-6256,3,26,1
-7938,285,-6369,2,23,0
-7902,300,-6588,-3,17,-5
-7990,308,-6749,-3,15,-6
-7952,321,-6908,-2,14,-4
-7975,316,-7095,0,16,0
-7993,318,-7204,4,18,4
-8043,311,-7412,10,16,8
-8042,261,-7403,5,16,4
-8060,356,-7538,2,11,2
-8021,437,-7607,2,7,1
-8038,447,-7625,2,4,1
-7981,422,-7766,6,2,0
-8063,399,-7714,9,0,0
-8098,311,-7658,0,-5,-1
-8201,637,-7334,43,-11,0
-8056,553,-7593,18,-4,-1
-8023,466,-7596,3,2,0
-8043,478,-7600,7,3,1
-8055,425,-7665,3,3,0
-8021,341,-7758,6,1,0
-8006,725,-7670,10,1,3
-8062,531,-7601,9,2,3
-7953,1104,-7793,0,0,0
-7945,863,-7774,-9,-1,-2
-8147,-226,-7850,-4,0,1
-7946,678,-7972,-1,0,1
-8045,563,-7694,0,2,2
-8040,558,-7777,-1,2,3
-8045,587,-7747,0,2,4
-8151,569,-7686,0,2,3
-8032,637,-7795,-1,2,2
-8040,608,-7825,-3,3,2
-8046,657,-7845,-2,2,1
-8046,679,-7859,0,0,0
-8039,684,-7870,-1,0,0
-8027,689,-7876,0,0,0
-8014,719,-7884,0,0,0
-8063,493,-7942,-21,5,-1
-8040,681,-7873,-4,1,0
-8021,668,-7941,0,0,1
-8043,748,-7897,9,0,3
-8052,673,-7924,1,0,1
-8043,675,-7926,2,0,0
-8017,734,-7955,3,0,0
-8035,737,-7936,5,1,1
-8044,746,-7941,3,1,2
-8040,717,-7949,0,0,0
-8045,744,-7958,0,0,0
-8028,784,-7960,0,0,0
-8040,740,-7971,0,0,1
-8037,733,-7986,1,0,1
-8036,762,-7972,0,0,0
-8029,790,-7967,-1,0,0
-8040,760,-7970,-1,0,1
-8031,771,-7979,-1,0,0
-8043,733,-7973,0,0,0
-8032,793,-7974,1,0,0
-8040,767,-7973,0,0,0
-8035,758,-7977,0,0,0
-8036,756,-7968,0,0,0
-8036,755,-7989,0,0,0
-8033,783,-7999,0,0,0
-8056,727,-7947,0,0,0
-8021,784,-8016,0,0,0
-8035,741,-7956,0,0,0
-8023,804,-7987,0,1,0
-8046,741,-7964,0,0,1
-8027,767,-7998,0,0,0
-8048,771,-7995,0,0,0
-8026,794,-8001,0,0,0
-8024,815,-8012,0,0,0
-8034,774,-7990,0,0,0
-8024,782,-8018,0,0,0
-8031,798,-8010,0,0,0
-8020,834,-8021,0,0,0
-8026,824,-7999,0,0,1
-8040,784,-7993,0,0,0
-8022,828,-8012,0,0,0
-8040,797,-7998,0,0,0
-8014,837,-8016,0,0,0
-8020,850,-8016,0,0,0
-8043,809,-7988,0,0,0
-8030,835,-8037,0,0,0
-8050,832,-7969,0,0,0
-8041,847,-7985,1,0,1
-8032,861,-7972,0,-1,0
-8028,873,-7985,-1,-3,0
-8023,862,-7965,-2,-3,0
-8033,863,-7879,-2,-4,1
-8024,860,-7827,-3,-6,0
-8031,818,-7778,2,-10,0
-8007,936,-7748,0,-10,0
-7985,927,-7615,0,-9,1
-8009,863,-7491,0,-11,0
-7935,945,-7438,2,-16,0
-8041,887,-7217,0,-18,0
-7967,895,-7133,-1,-20,0
-7932,889,-7022,-6,-20,0
-7894,849,-6859,-2,-21,0
-7863,852,-6692,1,-21,0
-7842,895,-6459,-7,-19,0
-7778,905,-6377,-9,-17,1
-7739,907,-6270,-9,-16,2
-7654,919,-6143,-6,-15,4
-7696,841,-5984,-9,-14,4
-7653,822,-5907,-7,-13,2
-7614,819,-5856,-5,-10,1
-7614,827,-5815,20,-9,0
-7421,957,-5865,7,-2,0
-7563,926,-5728,1,1,0
-7590,952,-5670,1,2,0
-7581,967,-5672,0,0,0
-7592,962,-5701,0,0,0
-7578,945,-5705,0,0,0
-7582,941,-5697,0,0,0
-7569,945,-5722,0,0,0
-7573,946,-5705,0,0,0
-7586,958,-5687,0,0,0
-7604,946,-5700,0,0,0
-7599,949,-5712,0,0,0
-7585,959,-5706,0,0,0
-7581,952,-5744,0,0,0
-7580,934,-5731,0,1,0
-7605,922,-5733,1,2,0
-7595,986,-5726,1,2,0
-7611,994,-5720,0,1,1
-7598,992,-5757,0,0,1
-7629,951,-5750,0,0,0
-7598,982,-5768,0,0,0
-7607,982,-5743,0,0,0
-7618,988,-5753,0,0,0
-7602,967,-5761,0,0,0
-7606,988,-5768,0,0,0
-7609,973,-5750,0,0,0
-7603,985,-5755,0,0,0
-7615,963,-5753,0,0,0
-7598,970,-5784,0,0,0
-7608,985,-5758,0,0,0
-7608,990,-5765,0,0,0
-7616,962,-5781,0,0,0
-7605,978,-5785,0,0,0
-7607,968,-5761,0,0,0
-7598,989,-5775,0,0,0
-7608,959,-5739,0,0,0
-7613,974,-5781,0,0,0
-7608,976,-5778,0,0,0
-7603,995,-5776,0,0,0
-7604,998,-5789,0,0,0
-7609,982,-5791,0,0,0
-7611,973,-5778,0,0,0
-7605,1013,-5792,0,0,0
-7602,1006,-5789,0,0,0
-7611,1003,-5786,0,0,0
-7607,1012,-5793,0,0,0
-7603,1004,-5788,0,0,0
-7617,996,-5766,0,0,0
-7607,1051,-5768,-1,0,0
-7616,1048,-5669,-2,-3,1
-7592,1057,-5681,-4,-6,3
-7572,1058,-5587,-5,-8,4
-7550,1103,-5493,-10,-12,4
-7503,1082,-5361,-11,-16,6
-7460,1026,-5304,-15,-18,5
-7386,912,-5232,-19,-17,1
-7319,878,-5075,-39,-14,-3
-7321,682,-4812,-50,-13,-5
-7244,655,-4771,-2,-15,-7
-7197,703,-4771,9,-13,-3
-7154,761,-4675,-1,-9,-1
-7193,578,-4505,2,-8,0
-7084,571,-4431,1,-9,0
-7048,638,-4328,9,-10,0
-7012,846,-4284,29,-14,3
-6964,915,-4131,20,-17,6
-6868,984,-4021,5,-20,7
-6700,1046,-3989,5,-20,8
-6648,965,-3855,0,-20,6
-6597,973,-3769,13,-20,1
-6490,1157,-3737,13,-16,-2
-6443,1283,-3628,3,-12,0
-6381,1303,-3560,0,-8,1
-6369,1161,-3384,-2,-9,1
-6282,1201,-3302,0,-11,0
-6236,1234,-3204,0,-12,0
-6164,1279,-3213,0,-12,0
-6114,1161,-3092,1,-13,0
-6034,1243,-3091,2,-12,-1
-5996,1267,-3026,4,-10,-1
-5966,1305,-2927,2,-8,0
-5910,1291,-2896,0,-7,0
-5851,1242,-2753,-5,-6,0
-5812,1246,-2803,-14,-8,-1
-5778,1153,-2777,-9,-6,0
-5740,1095,-2745,-2,-4,0
-5743,1079,-2660,0,-2,1
-5727,1068,-2648,0,-2,0
-5714,1041,-2644,-1,-1,-1
-5712,1094,-2624,1,-1,-2
-5705,1119,-2606,1,0,-1
-5693,1113,-2629,2,0,0
-5709,1107,-2634,1,0,0
-5684,1112,-2630,0,0,0
-5714,1093,-2598,0,0,0
-5692,1110,-2639,0,0,0
-5687,1082,-2610,0,0,0
-5689,1107,-2646,0,0,0
-5704,1108,-2612,0,0,0
-5719,1120,-2590,0,0,0
-5715,1079,-2585,-1,0,0
-5699,1072,-2605,-1,0,0
-5686,1101,-2649,0,0,0
-5702,1071,-2602,0,0,0
-5704,1083,-2604,0,0,0
-5714,1068,-2593,0,0,0
-5698,1076,-2629,0,0,0
-5693,1100,-2608,0,0,0
-5695,1094,-2660,0,0,1
-5699,1071,-2587,1,0,0
-5699,1055,-2603,0,0,0
-5699,1083,-2579,0,0,0
-5691,1109,-2617,0,-1,0
-5692,1086,-2632,0,0,0
-5689,1045,-2591,0,0,0
-5689,1093,-2601,0,0,0
-5693,1094,-2613,0,0,0
-5674,1093,-2609,0,0,0
-5701,1089,-2620,0,0,0
-5691,1081,-2575,0,0,0
-5681,1062,-2615,0,0,0
-5683,1102,-2613,0,0,0
-5684,1115,-2569,0,0,0
-5684,1112,-2619,1,0,0
-5715,1076,-2536,0,0,1
-5654,1048,-2540,0,-1,0
-5627,1031,-2567,-1,-2,0
-5632,1073,-2523,0,-3,-1
-5633,1073,-2460,5,-6,-2
-5570,1285,-2346,7,-12,0
-5439,1220,-2355,6,-16,6
-5416,1250,-2255,-2,-20,6
-5282,1100,-2087,-15,-21,4
-5174,1042,-2078,-12,-23,0
-5011,886,-1879,-15,-21,-2
-4849,807,-1581,-5,-27,-6
-4691,934,-1551,-1,-34,-7
-4562,1076,-1393,-8,-33,-6
-4220,753,-1313,1,-34,0
-3933,920,-1176,9,-33,2
-3823,934,-1146,9,-34,5
-3542,1040,-1103,3,-29,6
-3350,1002,-925,-8,-25,8
-3243,894,-767,-7,-22,8
-2893,618,-710,1,-18,2
-2957,885,-820,-1,-19,-2
-2732,925,-623,-10,-21,-1
-2583,800,-567,-12,-20,0
-2399,659,-670,-5,-23,1
-2090,743,-258,-1,-16,0
-2162,707,-309,-3,-18,1
-2069,706,-251,-12,-17,3
-1735,485,-332,-6,-18,3
-1707,571,-241,-2,-18,1
-1511,517,-101,-2,-21,1
-1314,449,-209,0,-23,2
-1024,417,-228,1,-22,0
-970,483,-228,0,-18,-2
-854,533,-208,-3,-13,-3
-805,291,-233,-9,-8,-5
-820,409,-106,-2,-3,-9
-1040,529,-80,-5,-3,-6
-396,-113,147,-3,-4,-3
-630,431,-111,6,-4,-2
-622,422,-105,0,-2,1
-621,352,-136,2,0,3
-634,393,-86,4,3,2
-677,410,-8,1,1,2
-668,340,-22,0,0,1
-661,393,-29,-1,-1,0
-656,408,-33,2,-1,-1
-617,427,-62,1,-1,-1
-606,446,-71,0,-1,0
-617,471,-64,-2,-1,0
-583,390,-85,-1,0,1
-597,386,-31,-1,0,1
-595,409,-46,1,0,0
-590,389,-27,0,0,0
-595,368,-65,0,0,0
-601,431,-82,0,1,-1
-626,392,-38,0,1,0
-633,456,36,0,0,0
-602,399,-93,0,0,0
-610,436,-64,0,0,1
-609,387,-89,0,0,1
-624,407,-2,0,0,1
-636,347,-47,0,0,0
-616,410,-16,0,-1,-1
-607,408,-38,-1,-2,-1
-573,404,-68,0,-2,-1
-564,415,-89,1,-1,0
-544,397,-111,-1,0,0
-556,407,-76,0,1,0
-579,375,-16,0,1,0
-588,382,-31,0,0,0
-572,357,-50,0,0,0
-572,374,-75,0,0,-1
-579,434,-61,0,0,0
-594,404,-54,0,1,0
-614,392,10,0,0,0
-608,344,-40,0,0,0
-596,374,-9,-1,-1,0
-580,400,-37,0,-2,0
-548,364,-71,0,-1,0
-546,378,-35,0,-1,0
-538,375,-85,0,0,0
-544,356,-66,-2,0,0
-554,347,-37,0,0,1
-540,320,-24,0,0,1
-544,378,58,-1,-2,1
-499,296,-25,0,-4,1
-462,288,-108,1,-2,0
-474,308,-122,0,0,0
-489,347,-36,0,1,0
-488,356,-10,1,0,0
-503,329,-37,0,0,0
-488,335,-36,0,0,0
-481,321,-20,0,0,0
-476,339,-48,0,0,0
-496,347,-46,0,0,0
-487,326,-74,0,0,0
-487,329,-77,1,1,0
-496,375,5,0,1,0
-514,322,-48,0,1,0
-523,335,-91,0,2,0
-557,302,-135,1,5,-1
-631,363,-76,2,7,-1
-683,370,-64,1,7,-1
-724,365,-158,0,8,-2
-797,378,-156,0,12,-2
-930,347,-272,5,17,-3
-1108,467,-128,1,21,-3
-1265,360,-171,2,20,-3
-1435,430,-210,2,23,-4
-1604,454,-369,7,24,-5
-1832,494,-239,2,27,-5
-2046,454,-357,8,25,-5
-2257,635,-253,4,24,-6
-2395,499,-697,5,24,-6
-2616,653,-603,0,30,-5
-2856,616,-820,0,35,-4
-3160,554,-630,-8,35,-2
-3403,407,-864,-7,34,-2
-3666,372,-815,-12,32,-1
-3868,268,-953,-3,27,-1
-4027,258,-1164,-2,25,-2
-4215,230,-1070,2,21,-4
-4302,258,-1335,4,16,-5
-4435,301,-1232,0,13,-4
-4463,294,-1534,1,9,-3
-4547,264,-1597,-7,14,-2
-4656,199,-1524,-3,12,-1
-4724,184,-1670,-4,11,0
-4809,151,-1606,0,11,1
-4874,165,-1694,-5,9,1
-4919,63,-1795,-8,7,0
-4943,51,-1804,-7,6,0
-4985,27,-1884,-6,6,0
-5033,-18,-1790,-3,4,0
-5050,-32,-1840,0,1,1
-5060,-37,-1868,0,0,1
-5050,-22,-2002,0,1,0
-5081,-39,-1869,-1,2,0
-5087,-37,-1888,0,0,0
-5066,0,-1912,0,0,0
-5065,7,-1885,-3,-1,0
-5038,54,-2053,-4,1,2
-5083,-20,-1990,-9,5,3
-5120,-114,-1912,-4,4,4
-5147,-119,-1968,-3,3,3
-5173,-150,-1895,-3,1,2
-5158,-156,-1999,-1,-1,0
-5152,-123,-1958,-1,0,0
-5145,-119,-1998,0,0,0
-5132,-97,-1993,0,0,0
-5147,-134,-1988,0,0,0
-5148,-149,-1975,0,0,0
-5153,-133,-1990,0,0,0
-5139,-114,-2014,0,0,0
-5152,-126,-1942,0,0,0
-5145,-128,-2009,0,-1,1
-5138,-158,-1965,-1,0,0
-5128,-150,-2001,-1,-1,0
-5129,-147,-1936,-1,-1,0
-5115,-153,-1949,0,-1,0
-5107,-164,-1983,0,-1,0
-5103,-148,-1930,-1,-1,0
-5088,-154,-1954,-1,-1,0
-5082,-137,-1968,0,0,0
-5075,-168,-1943,0,0,1
-5087,-177,-1919,0,0,1
-5058,-160,-1939,0,0,0
-5076,-152,-1927,0,0,0
-5073,-169,-1886,0,0,0
-5061,-173,-1913,0,-1,0
-5048,-151,-1934,0,0,0
-5041,-155,-1910,1,0,0
-5028,-69,-2025,3,1,1
-5052,-97,-2077,1,7,2
-5125,-105,-2062,2,12,1
-5214,-76,-2110,13,12,-1
-5201,156,-2213,6,15,-2
-5346,172,-2432,0,19,0
-5509,129,-2462,9,25,3
-5677,183,-2572,12,27,5
-5884,269,-2717,15,33,6
-6043,363,-2909,9,33,4
-6213,513,-3138,7,34,2
-6401,608,-3382,9,35,2
-6580,568,-3484,11,34,3
-6750,651,-3595,9,30,2
-6853,735,-3863,10,27,0
-6922,610,-4132,8,26,0
-7006,861,-4521,12,29,1
-7161,853,-4555,15,32,2
-7303,1272,-4681,-1,29,1
-7339,839,-5074,-1,27,-4
-7492,736,-5055,6,24,-5
-7519,884,-5393,8,20,-5
-7590,896,-5453,3,20,0
-7617,913,-5601,7,13,1
-7639,972,-5730,16,8,3
-7684,903,-5677,4,4,3
-7656,955,-5798,2,1,2
-7663,942,-5775,-1,-1,0
-7618,1005,-5896,-2,-3,-1
-7624,960,-5818,-2,-3,0
-7613,948,-5835,-2,-3,-1
-7594,950,-5817,0,-1,0
-7604,937,-5799,0,0,0
-7596,956,-5808,1,1,0
-7644,936,-5720,1,0,0
-7612,953,-5783,0,0,0
-7619,956,-5774,0,0,0
-7609,946,-5800,0,0,0
-7628,909,-5773,1,0,0
-7609,935,-5761,0,0,-1
-7618,935,-5736,-1,0,0
-7602,928,-5840,0,0,0
-7613,934,-5817,0,1,0
-7627,950,-5776,1,1,0
-7609,956,-5852,1,2,1
-7619,961,-5821,2,3,1
-7643,964,-5828,2,2,0
-7645,989,-5867,2,2,0
-7646,1013,-5893,1,1,0
-7642,1018,-5930,1,2,0
-7650,985,-5892,0,0,0
-7645,957,-5931,0,0,-2
-7645,989,-5910,-4,0,-3
-7630,994,-6019,-6,2,-3
-7686,927,-5919,-1,4,0
-7672,924,-6051,0,5,0
-7682,948,-6084,-3,6,0
-7716,910,-6105,-2,8,-1
-7695,932,-6249,-3,9,-1
-7715,930,-6404,-1,13,0
-7744,954,-6510,6,18,2
-7771,944,-6575,15,18,2
-7838,1042,-6654,13,16,1
-7934,998,-6694,10,18,1
-7847,982,-6947,2,11,-1
-7949,989,-7020,-10,11,-3
-8016,970,-7006,-21,11,-3
-7952,1047,-7104,-12,12,0
-7928,1055,-7238,-16,12,2
-7996,817,-7331,-12,8,3
-7982,1003,-7433,12,3,4
-7955,975,-7389,12,2,4
-8016,915,-7382,6,1,1
-7966,1072,-7419,0,0,-1
-7981,949,-7413,0,-3,-4
-7999,970,-7319,0,-4,-5
-7941,1036,-7412,-5,-4,-5
-7898,1102,-7450,-15,0,-3
-8023,856,-7193,-26,6,0
-7996,832,-7595,-30,14,3
-8666,984,-7830,-15,28,15
-6633,678,-7880,10,14,11
-7664,1037,-7808,9,-1,2
-8175,1208,-7700,7,-5,3
-7934,1092,-7821,3,-5,1
-7938,1122,-7828,3,0,1
-8117,1201,-7793,4,4,2
-8081,1276,-7757,3,8,4
-7996,1172,-7850,2,9,2
-7925,1137,-7934,1,8,0
-7985,1128,-7967,-1,5,-5
-7982,1115,-7968,-1,3,-7
-7585,1134,-8179,3,0,-6
-8018,1161,-8089,8,-6,-3
-8146,1242,-7922,14,-4,0
-8100,969,-7916,-3,0,0
-8162,1035,-7846,2,0,1
-8022,1016,-7969,2,1,0
-7903,1089,-8005,-4,1,-1
-7943,2147,-6853,-81,9,-2
-7931,636,-7540,-21,7,3
-8058,702,-7699,16,0,1
-8029,662,-7884,70,-1,0
-8083,686,-7923,79,-3,-7
-8064,770,-7867,59,-5,-9
-7961,1230,-8170,66,-4,-4
-7957,1101,-8090,7,1,0
-7940,1072,-8097,-1,4,5
-8038,910,-8038,-19,5,7
-8082,767,-7975,-5,2,3
-8050,911,-8015,-1,-1,-1
-8043,895,-8000,-1,-3,-3
-7982,1000,-8096,0,-2,-2
-8027,871,-8011,0,-1,-1
-8026,886,-8024,0,-1,-3
-8001,929,-8013,0,0,-2
-8011,888,-7969,0,0,-1
-8023,859,-7996,0,0,0
-8019,852,-7971,0,0,0
-8027,850,-7942,0,0,0
-8014,866,-7952,0,0,0
-8072,769,-7895,0,-2,-1
-8015,877,-7949,0,-1,-2
-8009,878,-7931,0,-1,0
-8031,831,-7921,0,0,0
-8022,807,-7943,0,0,0
-8014,817,-7937,0,1,0
-8019,825,-7919,0,0,0
-7997,880,-7977,0,1,0
-8020,854,-7930,0,1,1
-8049,799,-7919,0,0,1
-8030,842,-7964,0,0,0
-8029,856,-7969,0,0,0
-8014,873,-7985,0,0,0
-8042,834,-7934,0,0,0
-8015,878,-7972,0,0,0
-8022,867,-7990,0,0,0
-8026,836,-7986,0,1,0
-8037,865,-7987,0,1,0
-8040,868,-7979,0,1,0
-8035,861,-7970,0,0,0
-8046,844,-7979,0,0,0
-8040,824,-7977,0,-1,0
-8021,865,-7988,0,0,0
-8028,858,-7965,0,0,0
-8055,831,-7931,0,0,0
-8039,826,-7956,0,0,0
-8044,807,-7949,0,0,0
-8008,851,-7970,0,-1,-1
-8028,839,-7912,0,0,0
-8023,825,-7952,-1,-1,0
-8034,772,-7925,0,0,0
-8041,790,-7908,0,0,-3
-7978,881,-7992,0,0,0
-8047,767,-7904,0,0,0
-8040,812,-7908,0,0,0
-8025,812,-7913,-1,0,0
-8034,793,-7908,0,0,0
-8028,776,-7945,0,0,1
-8032,810,-7956,0,0,0
-8021,826,-7941,0,0,0
-8031,794,-7927,0,0,0
-8034,791,-7920,0,0,0
-8033,803,-7918,0,0,0
-8018,827,-7928,0,0,0
-8015,827,-7936,0,0,0
-8048,800,-7916,0,1,0
-8027,830,-7912,0,0,0
-8020,843,-7929,0,0,0
-8027,815,-7908,0,0,0
-8036,814,-7915,0,0,0
-8015,856,-7922,0,0,0
-8035,824,-7894,0,0,0
-8018,827,-7927,0,0,0
-8028,824,-7922,0,0,0
-8017,852,-7883,0,0,0
-8017,841,-7902,0,-1,0
-8029,823,-7864,-1,-1,0
-8017,852,-7848,-1,-2,0
-8032,821,-7814,-1,-3,0
-8067,801,-7664,-4,-6,-1
-7978,903,-7798,-4,-8,0
-7993,815,-7746,-3,-5,2
-8010,808,-7651,-3,-4,1
-8013,847,-7581,-2,-3,0
-8021,836,-7512,-3,-5,1
-8024,831,-7451,-4,-6,1
-8033,742,-7317,0,-10,-1
-7999,844,-7240,0,-14,-3
-7967,882,-7125,5,-18,-2
-7908,961,-7065,2,-19,1
-7922,891,-6920,4,-18,5
-7953,914,-6840,6,-17,5
-7874,898,-6664,1,-16,4
-7870,992,-6569,11,-15,3
