time,w,x,y,z
17:53:46.350 -> quat,0.89,0.18,-0.12,0.4
17:53:46.482 -> quat,0.9,0.18,-0.1,0.39
17:53:46.615 -> quat,0.89,0.17,-0.1,0.4
17:53:46.748 -> quat,0.88,0.22,-0.09,0.4
17:53:46.880 -> quat,0.88,0.23,-0.07,0.4
17:53:47.013 -> quat,0.88,0.25,-0.03,0.41
17:53:47.146 -> quat,0.85,0.25,0.07,0.45
17:53:47.278 -> quat,0.83,0.24,0.18,0.48
17:53:47.411 -> quat,0.82,0.23,0.18,0.5
17:53:47.543 -> quat,0.79,0.29,0.17,0.5
17:53:47.676 -> quat,0.77,0.35,0.14,0.51
17:53:47.809 -> quat,0.76,0.41,0.12,0.49
17:53:47.942 -> quat,0.77,0.39,0.13,0.5
17:53:48.074 -> quat,0.81,0.34,0.04,0.48
17:53:48.207 -> quat,0.84,0.29,0.03,0.46
17:53:48.340 -> quat,0.86,0.29,0.03,0.42
17:53:48.473 -> quat,0.88,0.28,0.06,0.37
17:53:48.605 -> quat,0.89,0.29,0.09,0.35
17:53:48.738 -> quat,0.88,0.29,0.09,0.35
17:53:48.870 -> quat,0.89,0.29,0.09,0.33
17:53:49.003 -> quat,0.89,0.31,0.08,0.33
17:53:49.136 -> quat,0.89,0.31,0.07,0.33
17:53:49.268 -> quat,0.89,0.31,0.06,0.34
17:53:49.401 -> quat,0.89,0.32,0.06,0.33
17:53:49.534 -> quat,0.88,0.33,0.07,0.33
17:53:49.667 -> quat,0.88,0.33,0.07,0.33
17:53:49.799 -> quat,0.88,0.33,0.07,0.34
17:53:49.932 -> quat,0.87,0.34,0.07,0.35
17:53:50.064 -> quat,0.87,0.34,0.07,0.35
17:53:50.197 -> quat,0.88,0.34,0.06,0.33
17:53:50.330 -> quat,0.88,0.34,0.06,0.33
17:53:50.463 -> quat,0.87,0.36,0.06,0.33
17:53:50.596 -> quat,0.88,0.35,0.06,0.32
17:53:50.728 -> quat,0.87,0.36,0.06,0.33
17:53:50.861 -> quat,0.88,0.36,0.06,0.31
17:53:50.993 -> quat,0.87,0.36,0.06,0.32
17:53:51.126 -> quat,0.87,0.36,0.05,0.32
17:53:51.259 -> quat,0.88,0.36,0.05,0.31
17:53:51.391 -> quat,0.87,0.37,0.06,0.33
17:53:51.524 -> quat,0.86,0.37,0.06,0.34
17:53:51.657 -> quat,0.86,0.37,0.06,0.33
17:53:51.789 -> quat,0.86,0.38,0.05,0.34
17:53:51.922 -> quat,0.86,0.38,0.06,0.34
17:53:52.055 -> quat,0.85,0.39,0.07,0.34
17:53:52.187 -> quat,0.85,0.39,0.06,0.34
17:53:52.320 -> quat,0.85,0.4,0.07,0.33
17:53:52.452 -> quat,0.85,0.4,0.06,0.33
17:53:52.585 -> quat,0.85,0.4,0.07,0.34
17:53:52.718 -> quat,0.84,0.41,0.09,0.34
17:53:52.850 -> quat,0.86,0.38,0.11,0.33
17:53:52.983 -> quat,0.86,0.37,0.11,0.33
17:53:53.116 -> quat,0.85,0.39,0.11,0.33
17:53:53.248 -> quat,0.85,0.39,0.11,0.33
17:53:53.381 -> quat,0.86,0.39,0.12,0.32
17:53:53.514 -> quat,0.85,0.4,0.13,0.31
17:53:53.646 -> quat,0.85,0.4,0.13,0.31
17:53:53.779 -> quat,0.85,0.4,0.13,0.31
17:53:53.912 -> quat,0.85,0.4,0.13,0.31
17:53:54.011 -> quat,0.85,0.4,0.13,0.31
17:53:54.177 -> quat,0.85,0.4,0.13,0.31
17:53:54.276 -> quat,0.85,0.4,0.13,0.31
17:53:54.409 -> quat,0.85,0.41,0.13,0.31
17:53:54.575 -> quat,0.85,0.41,0.14,0.31
17:53:54.708 -> quat,0.85,0.41,0.14,0.31
17:53:54.840 -> quat,0.85,0.41,0.14,0.31
17:53:54.973 -> quat,0.85,0.42,0.14,0.31
17:53:55.105 -> quat,0.84,0.42,0.14,0.3
17:53:55.205 -> quat,0.84,0.42,0.14,0.3
17:53:55.337 -> quat,0.84,0.42,0.14,0.3
17:53:55.470 -> quat,0.84,0.42,0.15,0.3
17:53:55.602 -> quat,0.84,0.42,0.15,0.3
17:53:55.768 -> quat,0.84,0.42,0.15,0.3
17:53:55.901 -> quat,0.84,0.42,0.14,0.3
17:53:56.033 -> quat,0.84,0.43,0.14,0.3
17:53:56.166 -> quat,0.84,0.43,0.15,0.3
17:53:56.299 -> quat,0.84,0.43,0.14,0.31
17:53:56.431 -> quat,0.84,0.43,0.14,0.31
17:53:56.531 -> quat,0.84,0.43,0.14,0.3
17:53:56.663 -> quat,0.84,0.43,0.14,0.31
17:53:56.796 -> quat,0.84,0.43,0.13,0.31
17:53:56.962 -> quat,0.84,0.43,0.13,0.31
17:53:57.095 -> quat,0.84,0.43,0.13,0.31
17:53:57.227 -> quat,0.84,0.43,0.13,0.31
17:53:57.360 -> quat,0.84,0.43,0.13,0.31
17:53:57.493 -> quat,0.84,0.43,0.13,0.31
17:53:57.592 -> quat,0.83,0.44,0.13,0.31
17:53:57.725 -> quat,0.83,0.44,0.13,0.31
17:53:57.858 -> quat,0.83,0.44,0.13,0.31
17:53:57.990 -> quat,0.83,0.44,0.14,0.3
17:53:58.123 -> quat,0.83,0.44,0.14,0.3
17:53:58.256 -> quat,0.83,0.44,0.13,0.32
17:53:58.388 -> quat,0.83,0.44,0.11,0.33
17:53:58.521 -> quat,0.83,0.44,0.13,0.31
17:53:58.654 -> quat,0.84,0.44,0.11,0.28
17:53:58.786 -> quat,0.85,0.43,0.07,0.29
17:53:58.919 -> quat,0.84,0.45,0.02,0.29
17:53:59.052 -> quat,0.85,0.45,-0.02,0.26
17:53:59.185 -> quat,0.85,0.48,-0.07,0.23
17:53:59.318 -> quat,0.83,0.49,-0.14,0.22
17:53:59.450 -> quat,0.82,0.5,-0.2,0.21
17:53:59.583 -> quat,0.79,0.53,-0.25,0.19
17:53:59.715 -> quat,0.75,0.55,-0.33,0.17
17:53:59.848 -> quat,0.7,0.55,-0.43,0.15
17:53:59.981 -> quat,0.64,0.57,-0.49,0.13
17:54:00.113 -> quat,0.62,0.58,-0.52,0.13
17:54:00.246 -> quat,0.6,0.57,-0.55,0.12
17:54:00.379 -> quat,0.58,0.57,-0.58,0.11
17:54:00.511 -> quat,0.53,0.54,-0.64,0.12
17:54:00.644 -> quat,0.5,0.56,-0.65,0.11
17:54:00.776 -> quat,0.45,0.55,-0.69,0.09
17:54:00.909 -> quat,0.39,0.55,-0.73,0.09
17:54:01.041 -> quat,0.35,0.57,-0.74,0.08
17:54:01.174 -> quat,0.34,0.56,-0.75,0.09
17:54:01.307 -> quat,0.33,0.58,-0.74,0.09
17:54:01.440 -> quat,0.29,0.59,-0.75,0.1
17:54:01.572 -> quat,0.28,0.58,-0.76,0.1
17:54:01.672 -> quat,0.26,0.6,-0.75,0.1
17:54:01.838 -> quat,0.27,0.58,-0.76,0.1
17:54:01.937 -> quat,0.28,0.58,-0.76,0.11
17:54:02.070 -> quat,0.28,0.59,-0.75,0.12
17:54:02.236 -> quat,0.28,0.57,-0.76,0.13
17:54:02.368 -> quat,0.31,0.57,-0.75,0.14
17:54:02.501 -> quat,0.31,0.57,-0.75,0.16
17:54:02.600 -> quat,0.32,0.55,-0.75,0.17
17:54:02.733 -> quat,0.35,0.56,-0.73,0.18
17:54:02.865 -> quat,0.36,0.54,-0.74,0.2
17:54:02.983 -> quat,0.39,0.52,-0.73,0.2
17:54:03.149 -> quat,0.39,0.49,-0.74,0.23
17:54:03.282 -> quat,0.4,0.49,-0.73,0.25
17:54:03.415 -> quat,0.45,0.48,-0.71,0.25
17:54:03.548 -> quat,0.46,0.47,-0.7,0.28
17:54:03.681 -> quat,0.47,0.47,-0.68,0.3
17:54:03.813 -> quat,0.49,0.47,-0.67,0.3
17:54:03.946 -> quat,0.5,0.46,-0.66,0.32
17:54:04.079 -> quat,0.47,0.47,-0.66,0.35
17:54:04.211 -> quat,0.51,0.44,-0.64,0.36
17:54:04.343 -> quat,0.55,0.42,-0.63,0.35
17:54:04.476 -> quat,0.56,0.42,-0.61,0.37
17:54:04.609 -> quat,0.59,0.41,-0.59,0.37
17:54:04.742 -> quat,0.62,0.39,-0.56,0.39
17:54:04.874 -> quat,0.65,0.37,-0.53,0.41
17:54:05.007 -> quat,0.66,0.35,-0.51,0.43
17:54:05.140 -> quat,0.67,0.34,-0.49,0.44
17:54:05.273 -> quat,0.69,0.32,-0.47,0.45
17:54:05.372 -> quat,0.71,0.28,-0.44,0.47
17:54:05.505 -> quat,0.71,0.28,-0.43,0.48
17:54:05.638 -> quat,0.72,0.29,-0.41,0.47
17:54:05.770 -> quat,0.74,0.29,-0.4,0.46
17:54:05.936 -> quat,0.74,0.3,-0.4,0.46
17:54:06.069 -> quat,0.73,0.3,-0.41,0.46
17:54:06.201 -> quat,0.73,0.32,-0.41,0.45
17:54:06.334 -> quat,0.73,0.34,-0.4,0.44
17:54:06.467 -> quat,0.73,0.33,-0.4,0.44
17:54:06.599 -> quat,0.74,0.32,-0.4,0.44
17:54:06.699 -> quat,0.73,0.34,-0.41,0.43
17:54:06.832 -> quat,0.71,0.36,-0.41,0.44
17:54:06.964 -> quat,0.71,0.37,-0.41,0.43
17:54:07.130 -> quat,0.71,0.38,-0.41,0.43
17:54:07.263 -> quat,0.7,0.39,-0.41,0.43
17:54:07.396 -> quat,0.7,0.39,-0.41,0.43
17:54:07.528 -> quat,0.7,0.4,-0.41,0.43
17:54:07.661 -> quat,0.7,0.4,-0.41,0.42
17:54:07.794 -> quat,0.7,0.4,-0.41,0.42
17:54:07.927 -> quat,0.7,0.4,-0.41,0.42
17:54:08.026 -> quat,0.7,0.41,-0.41,0.42
17:54:08.192 -> quat,0.7,0.41,-0.41,0.42
17:54:08.325 -> quat,0.7,0.41,-0.42,0.41
17:54:08.458 -> quat,0.7,0.42,-0.42,0.41
17:54:08.591 -> quat,0.69,0.42,-0.42,0.41
17:54:08.723 -> quat,0.69,0.43,-0.42,0.41
17:54:08.856 -> quat,0.69,0.44,-0.41,0.4
17:54:08.989 -> quat,0.69,0.44,-0.41,0.4
17:54:09.122 -> quat,0.69,0.44,-0.41,0.4
17:54:09.254 -> quat,0.69,0.45,-0.41,0.4
17:54:09.387 -> quat,0.69,0.45,-0.41,0.4
17:54:09.520 -> quat,0.68,0.46,-0.41,0.39
17:54:09.653 -> quat,0.67,0.47,-0.42,0.4
17:54:09.785 -> quat,0.67,0.45,-0.43,0.4
17:54:09.918 -> quat,0.67,0.46,-0.44,0.39
17:54:10.051 -> quat,0.66,0.46,-0.47,0.35
17:54:10.184 -> quat,0.64,0.47,-0.5,0.34
17:54:10.316 -> quat,0.58,0.52,-0.53,0.34
17:54:10.449 -> quat,0.58,0.51,-0.55,0.31
17:54:10.582 -> quat,0.56,0.54,-0.57,0.28
17:54:10.715 -> quat,0.53,0.54,-0.6,0.25
17:54:10.847 -> quat,0.51,0.55,-0.63,0.21
17:54:10.980 -> quat,0.47,0.56,-0.65,0.19
17:54:11.113 -> quat,0.43,0.58,-0.67,0.17
17:54:11.246 -> quat,0.42,0.57,-0.7,0.14
17:54:11.379 -> quat,0.39,0.58,-0.71,0.13
17:54:11.511 -> quat,0.35,0.57,-0.73,0.13
17:54:11.644 -> quat,0.33,0.57,-0.74,0.13
17:54:11.743 -> quat,0.34,0.56,-0.75,0.11
17:54:11.876 -> quat,0.33,0.54,-0.77,0.09
17:54:12.009 -> quat,0.3,0.56,-0.77,0.1
17:54:12.141 -> quat,0.28,0.55,-0.78,0.11
17:54:12.274 -> quat,0.29,0.57,-0.76,0.1
17:54:12.407 -> quat,0.32,0.56,-0.75,0.12
17:54:12.573 -> quat,0.31,0.56,-0.76,0.13
17:54:12.705 -> quat,0.31,0.56,-0.76,0.15
17:54:12.838 -> quat,0.3,0.55,-0.76,0.16
17:54:12.938 -> quat,0.33,0.53,-0.76,0.17
17:54:13.071 -> quat,0.34,0.54,-0.75,0.18
17:54:13.203 -> quat,0.36,0.52,-0.75,0.18
17:54:13.336 -> quat,0.36,0.5,-0.76,0.21
17:54:13.469 -> quat,0.38,0.5,-0.74,0.22
17:54:13.601 -> quat,0.4,0.48,-0.74,0.24
17:54:13.767 -> quat,0.43,0.48,-0.72,0.25
17:54:13.866 -> quat,0.46,0.47,-0.71,0.26
17:54:13.999 -> quat,0.47,0.47,-0.69,0.28
17:54:14.132 -> quat,0.48,0.46,-0.67,0.32
17:54:14.264 -> quat,0.53,0.45,-0.65,0.33
17:54:14.397 -> quat,0.52,0.47,-0.62,0.35
17:54:14.530 -> quat,0.54,0.44,-0.61,0.39
17:54:14.662 -> quat,0.55,0.43,-0.58,0.41
17:54:14.795 -> quat,0.6,0.39,-0.56,0.41
17:54:14.928 -> quat,0.64,0.35,-0.54,0.42
17:54:15.060 -> quat,0.64,0.35,-0.52,0.44
17:54:15.193 -> quat,0.63,0.35,-0.5,0.47
17:54:15.326 -> quat,0.65,0.32,-0.49,0.48
17:54:15.458 -> quat,0.67,0.31,-0.48,0.48
17:54:15.591 -> quat,0.67,0.31,-0.47,0.49
17:54:15.724 -> quat,0.67,0.31,-0.46,0.5
17:54:15.842 -> quat,0.68,0.31,-0.44,0.5
17:54:15.975 -> quat,0.69,0.29,-0.44,0.5
17:54:16.108 -> quat,0.7,0.28,-0.44,0.5
17:54:16.241 -> quat,0.68,0.29,-0.44,0.5
17:54:16.407 -> quat,0.68,0.31,-0.44,0.5
17:54:16.540 -> quat,0.68,0.32,-0.44,0.49
17:54:16.673 -> quat,0.68,0.32,-0.44,0.49
17:54:16.772 -> quat,0.68,0.33,-0.44,0.49
17:54:16.905 -> quat,0.68,0.33,-0.44,0.48
17:54:17.038 -> quat,0.68,0.33,-0.44,0.48
17:54:17.171 -> quat,0.68,0.34,-0.44,0.48
17:54:17.304 -> quat,0.68,0.34,-0.45,0.47
17:54:17.436 -> quat,0.68,0.34,-0.45,0.47
17:54:17.602 -> quat,0.68,0.35,-0.45,0.47
17:54:17.701 -> quat,0.68,0.35,-0.45,0.47
17:54:17.834 -> quat,0.67,0.36,-0.45,0.47
17:54:17.967 -> quat,0.67,0.36,-0.45,0.46
17:54:18.099 -> quat,0.67,0.36,-0.45,0.46
17:54:18.232 -> quat,0.67,0.37,-0.45,0.46
17:54:18.365 -> quat,0.67,0.37,-0.45,0.46
17:54:18.498 -> quat,0.67,0.38,-0.45,0.46
17:54:18.631 -> quat,0.66,0.38,-0.46,0.46
17:54:18.763 -> quat,0.66,0.38,-0.46,0.46
17:54:18.896 -> quat,0.66,0.38,-0.46,0.46
17:54:19.029 -> quat,0.66,0.39,-0.46,0.45
17:54:19.161 -> quat,0.66,0.39,-0.46,0.45
17:54:19.294 -> quat,0.66,0.39,-0.46,0.45
17:54:19.427 -> quat,0.66,0.39,-0.46,0.45
17:54:19.560 -> quat,0.65,0.4,-0.47,0.45
17:54:19.692 -> quat,0.65,0.4,-0.47,0.44
17:54:19.825 -> quat,0.65,0.4,-0.47,0.44
17:54:19.958 -> quat,0.65,0.41,-0.47,0.44
17:54:20.090 -> quat,0.65,0.41,-0.46,0.44
17:54:20.223 -> quat,0.65,0.41,-0.46,0.44
17:54:20.356 -> quat,0.65,0.42,-0.46,0.43
17:54:20.488 -> quat,0.65,0.42,-0.46,0.43
17:54:20.621 -> quat,0.65,0.42,-0.46,0.44
17:54:20.754 -> quat,0.64,0.43,-0.46,0.43
17:54:20.887 -> quat,0.64,0.43,-0.46,0.43
17:54:21.020 -> quat,0.64,0.43,-0.46,0.43
17:54:21.152 -> quat,0.64,0.44,-0.46,0.43
17:54:21.285 -> quat,0.64,0.44,-0.46,0.43
17:54:21.418 -> quat,0.64,0.44,-0.46,0.43
